Name,NRIC,medications,item_code,quantity,Date
"Chea, Kirsten",S49106032U,Atenolol_50mg,ITMN_9249ZD,200,2020-09-18
"Nguyen, Timothy",S16132801Y,Doxycycline_100mg,ITMN_7836AV,200,2020-09-18
"Ta, Regina",S75646607O,Amlodipine_5mg,ITMN_9928QN,40,2020-09-18
"Cleveland, Isaiah",S37358430K,Amlodipine_5mg,ITMN_9928QN,40,2020-09-18
"Sivixai, Jake",S17489296A,Paracetamol_500mg,ITMN_0539LV,100,2020-09-19
"Zhang, Eric",S70009149A,Doxycycline_100mg,ITMN_7836AV,30,2020-09-19
"Vijayasarathy, Jessica",S86488495T,Metformin_500mg,ITMN_7167LS,40,2020-09-19
"Liu, Alvin",S89412158X,Metformin_850mg,ITMN_4591ZY,50,2020-09-19
"Tan, Pierce",S25928315E,Metformin_850mg,ITMN_4591ZY,30,2020-09-19
"Wedemeyer, Alexander",S00104949I,Metformin_500mg,ITMN_7167LS,200,2020-09-19
"Verdos, Lauren",S55594214Q,Metformin_500mg,ITMN_7167LS,30,2020-09-19
"Tran, Marcus",S09091672C,Paracetamol_500mg,ITMN_0539LV,100,2020-09-19
"Sher, Maiya",S25257447Z,Amlodipine_5mg,ITMN_9928QN,30,2020-09-19
"Ghosh, Grace",S63455412Y,Doxycycline_100mg,ITMN_7836AV,30,2020-09-19
"Scheie, Anmol",S37737898E,Paracetamol_500mg,ITMN_0539LV,100,2020-09-19
"Mattern, Cassidy",S87551189U,Amlodipine_5mg,ITMN_9928QN,50,2020-09-20
"Talain, Sam",S66919908T,Metformin_500mg,ITMN_7167LS,50,2020-09-20
"Muetz, Daniel",S44556865R,Amlodipine_5mg,ITMN_9928QN,50,2020-09-20
"Lee, Katie",S59594740D,Metformin_500mg,ITMN_7167LS,30,2020-09-20
"Van, Jing",S90542399Z,Metformin_850mg,ITMN_4591ZY,100,2020-09-20
"Sandhu, Shirly",S64026706K,Paracetamol_500mg,ITMN_0539LV,50,2020-09-21
"Pham, Haley",S26136147I,Paracetamol_500mg,ITMN_0539LV,40,2020-09-21
"Hiep, Kaigo",S71278517C,Amlodipine_5mg,ITMN_9928QN,30,2020-09-21
"Luu, Jeffrey",S01081087N,Atenolol_50mg,ITMN_9249ZD,200,2020-09-21
"Nguyen, Karissa",S49905979H,Metformin_500mg,ITMN_7167LS,100,2020-09-21
"Gries, Sushmita",S45840459B,Metformin_500mg,ITMN_7167LS,100,2020-09-21
"Olson, Chris",S11103651I,Doxycycline_100mg,ITMN_7836AV,30,2020-09-21
"Pham, Jacqueline",S29891589X,Doxycycline_100mg,ITMN_7836AV,50,2020-09-21
"Chan, Kathryn",S18653685B,Atenolol_50mg,ITMN_9249ZD,50,2020-09-21
"Perez, Tam Minh",S86220946A,Doxycycline_100mg,ITMN_7836AV,30,2020-09-21
"Cha, Aman",S11045137M,Amlodipine_5mg,ITMN_9928QN,100,2020-09-22
"Colborg, Luna",S44178139S,Atenolol_50mg,ITMN_9249ZD,50,2020-09-22
"Long, Ace",S65244170T,Atenolol_50mg,ITMN_9249ZD,30,2020-09-22
"Bernardus, Lang",S34843794R,Doxycycline_100mg,ITMN_7836AV,30,2020-09-22
"Phan, Yosua",S50816666Y,Metformin_850mg,ITMN_4591ZY,200,2020-09-22
"George, Glen",S27126864X,Metformin_500mg,ITMN_7167LS,50,2020-09-22
"Gurung, Sarah",S91796740A,Metformin_500mg,ITMN_7167LS,100,2020-09-22
"Santistevan, Lance",S06644177M,Atenolol_50mg,ITMN_9249ZD,30,2020-09-22
"Williams, Caitlyn",S51009372U,Metformin_500mg,ITMN_7167LS,100,2020-09-22
"Hilleary, Batoul",S32681432I,Paracetamol_500mg,ITMN_0539LV,100,2020-09-22
"Kemme, Jacob",S90770235A,Atenolol_50mg,ITMN_9249ZD,100,2020-09-22
"Liu, Jonathan",S80457130A,Metformin_850mg,ITMN_4591ZY,100,2020-09-22
"Nguyen, Andrew",S66419067I,Paracetamol_500mg,ITMN_0539LV,200,2020-09-22
"Pham, Faline",S80638288X,Metformin_850mg,ITMN_4591ZY,40,2020-09-23
"Wang, Brigitte",S22846954M,Metformin_500mg,ITMN_7167LS,100,2020-09-23
"Soh, Ian",S78122084S,Amlodipine_5mg,ITMN_9928QN,30,2020-09-23
"Bachu, Fermin Joshua",S80245788R,Paracetamol_500mg,ITMN_0539LV,200,2020-09-23
"Verwiebe, Andy",S54956909Y,Metformin_850mg,ITMN_4591ZY,100,2020-09-23
"Kha, Geya",S56374218K,Amlodipine_5mg,ITMN_9928QN,40,2020-09-23
"Kimbrel, Maangelica",S67146176P,Metformin_500mg,ITMN_7167LS,40,2020-09-24
"Stellick Mckenzie, Michael",S66290239P,Doxycycline_100mg,ITMN_7836AV,200,2020-09-24
"Yang, Micaella Lauryn",S96306544T,Metformin_500mg,ITMN_7167LS,30,2020-09-24
"Khu, Kou Pheng",S53829644H,Paracetamol_500mg,ITMN_0539LV,30,2020-09-24
"Cho, Joven",S24576443G,Doxycycline_100mg,ITMN_7836AV,30,2020-09-24
"Oldham, Mimi",S96042695D,Metformin_500mg,ITMN_7167LS,40,2020-09-24
"Sato, Jenna",S99036855N,Amlodipine_5mg,ITMN_9928QN,100,2020-09-24
"Vang, Jessica",S49332498T,Atenolol_50mg,ITMN_9249ZD,40,2020-09-25
"Repollo, Nathaniel",S35414378O,Metformin_500mg,ITMN_7167LS,50,2020-09-25
"Oldham, Jasmine",S39506861Z,Amlodipine_5mg,ITMN_9928QN,30,2020-09-25
"Seo, Kirkpatrick",S59116997Z,Amlodipine_5mg,ITMN_9928QN,30,2020-09-25
"Sale, Julietta",S05617829M,Metformin_500mg,ITMN_7167LS,50,2020-09-25
"Huynh, Leeah",S40917516F,Metformin_500mg,ITMN_7167LS,30,2020-09-25
"Ly, Margaret",S48287590H,Metformin_850mg,ITMN_4591ZY,100,2020-09-25
"Davaabat, Benjamin",S45421465S,Metformin_500mg,ITMN_7167LS,200,2020-09-25
"Wiedmaier, Benjamin",S43343657K,Amlodipine_5mg,ITMN_9928QN,40,2020-09-25
"Kishi, Chrystina",S12664625Z,Paracetamol_500mg,ITMN_0539LV,100,2020-09-26
"Tran, Nhi",S17686330S,Paracetamol_500mg,ITMN_0539LV,100,2020-09-26
"Nelson, Siavash",S31293270E,Metformin_500mg,ITMN_7167LS,30,2020-09-26
"Liu, Ana Seini",S93353634W,Paracetamol_500mg,ITMN_0539LV,100,2020-09-26
"Hanson, Luyen",S97787633W,Doxycycline_100mg,ITMN_7836AV,100,2020-09-26
"Khat, Vivian",S86899032N,Metformin_850mg,ITMN_4591ZY,50,2020-09-27
"Nguyen, Edward",S07494775K,Doxycycline_100mg,ITMN_7836AV,50,2020-09-27
"Hinh, Paul",S71642181O,Metformin_500mg,ITMN_7167LS,40,2020-09-27
"Hiraoka, Joel",S54115853Y,Atenolol_50mg,ITMN_9249ZD,50,2020-09-27
"Rhodes, Matthew",S45484877V,Paracetamol_500mg,ITMN_0539LV,30,2020-09-27
"Lim, Isabel",S47306063P,Atenolol_50mg,ITMN_9249ZD,30,2020-09-27
"Yoo, Alex",S40480225A,Atenolol_50mg,ITMN_9249ZD,30,2020-09-27
"Kim, Myhue",S71199074A,Metformin_500mg,ITMN_7167LS,30,2020-09-27
"Lai, Jason",S31757864X,Doxycycline_100mg,ITMN_7836AV,100,2020-09-27
"Tang, Tsengel",S70911475Y,Doxycycline_100mg,ITMN_7836AV,30,2020-09-27
"Leung, Alan",S21880017Y,Paracetamol_500mg,ITMN_0539LV,200,2020-09-27
"Lu, Hsi Hsi",S74577522Q,Atenolol_50mg,ITMN_9249ZD,200,2020-09-27
"Kim, Sunny",S01698814S,Doxycycline_100mg,ITMN_7836AV,40,2020-09-27
"Serrano, Khoa",S04478170F,Amlodipine_5mg,ITMN_9928QN,40,2020-09-28
"Mcpherson, Jeffrey",S11744960T,Metformin_500mg,ITMN_7167LS,200,2020-09-28
"Knight, Timothy",S54841697A,Atenolol_50mg,ITMN_9249ZD,40,2020-09-28
"Barili, My",S41607072X,Doxycycline_100mg,ITMN_7836AV,30,2020-09-28
"Gibson, Samantha",S00169542X,Metformin_850mg,ITMN_4591ZY,50,2020-09-28
"Almazbek, Elizabeth",S20633239S,Doxycycline_100mg,ITMN_7836AV,40,2020-09-28
"Hom, Taylor",S63980514Q,Amlodipine_5mg,ITMN_9928QN,50,2020-09-28
"Hsin, Karthik",S78504976V,Paracetamol_500mg,ITMN_0539LV,50,2020-09-28
"Reyes, Samuel",S15653013S,Paracetamol_500mg,ITMN_0539LV,100,2020-09-29
"Singer, Lilly",S39814914C,Doxycycline_100mg,ITMN_7836AV,40,2020-09-29
"Gabbert, Ruth",S32189134K,Doxycycline_100mg,ITMN_7836AV,200,2020-09-29
"Tran, Carrena",S19520543O,Doxycycline_100mg,ITMN_7836AV,50,2020-09-29
"Park, Lucy",S49802641X,Atenolol_50mg,ITMN_9249ZD,100,2020-09-29
"Villa, Arbaz",S92061717N,Doxycycline_100mg,ITMN_7836AV,100,2020-09-29
"Murrish, Carl",S03293499S,Atenolol_50mg,ITMN_9249ZD,200,2020-09-29
"Zhang, Alison",S72756562G,Doxycycline_100mg,ITMN_7836AV,200,2020-09-29
"Tran, Kenji",S73643703H,Amlodipine_5mg,ITMN_9928QN,200,2020-09-30
"Hasui, Kuan Heng",S37085764V,Metformin_500mg,ITMN_7167LS,100,2020-09-30
"Olson, Hop",S91162819L,Metformin_500mg,ITMN_7167LS,200,2020-09-30
"Gustafson, Matthew",S87877917Y,Paracetamol_500mg,ITMN_0539LV,30,2020-09-30
"Huynh, Legend",S72977539N,Doxycycline_100mg,ITMN_7836AV,30,2020-09-30
"Matsuyama, Chi",S23158761W,Doxycycline_100mg,ITMN_7836AV,40,2020-09-30
"Tong, Stephanie",S45827377A,Atenolol_50mg,ITMN_9249ZD,200,2020-10-01
"Nguyen, Daniel",S98525452O,Amlodipine_5mg,ITMN_9928QN,40,2020-10-01
"Shin, Racquel",S44071795E,Atenolol_50mg,ITMN_9249ZD,100,2020-10-01
"Foster, Christorpher",S70285474L,Doxycycline_100mg,ITMN_7836AV,100,2020-10-01
"Batsaihan, John",S34239726C,Amlodipine_5mg,ITMN_9928QN,100,2020-10-01
"Gurung, Vincent",S92485015V,Amlodipine_5mg,ITMN_9928QN,30,2020-10-01
"Daugherty, Jessica",S43057849I,Paracetamol_500mg,ITMN_0539LV,40,2020-10-01
"Klutke, Linda",S49315387O,Amlodipine_5mg,ITMN_9928QN,40,2020-10-01
"Kavanagh, Damon",S05275768C,Metformin_850mg,ITMN_4591ZY,100,2020-10-01
"Thao, Charles",S09141060C,Atenolol_50mg,ITMN_9249ZD,100,2020-10-01
"Vongvichith, Vu",S33727069U,Atenolol_50mg,ITMN_9249ZD,200,2020-10-01
"Lee, Ailin",S43542104Y,Amlodipine_5mg,ITMN_9928QN,200,2020-10-02
"Bhagria, Tian",S70181728A,Metformin_500mg,ITMN_7167LS,50,2020-10-02
"Yamane, Joseph",S87318740E,Metformin_500mg,ITMN_7167LS,100,2020-10-02
"Burgos, Sam",S67893123D,Amlodipine_5mg,ITMN_9928QN,40,2020-10-03
"Burd, Michael",S15995309A,Paracetamol_500mg,ITMN_0539LV,200,2020-10-03
"Jain, Asli",S21566962V,Amlodipine_5mg,ITMN_9928QN,100,2020-10-03
"Asif, Marianne",S65520871I,Metformin_850mg,ITMN_4591ZY,30,2020-10-03
"Trang, Laura",S65557707W,Atenolol_50mg,ITMN_9249ZD,100,2020-10-03
"Yang, Kevin",S78896317M,Doxycycline_100mg,ITMN_7836AV,50,2020-10-04
"Hoang, Edward",S26859057C,Amlodipine_5mg,ITMN_9928QN,50,2020-10-04
"Lutter, Erin",S92663188U,Metformin_850mg,ITMN_4591ZY,50,2020-10-04
"Brown, Tylon",S95329707T,Atenolol_50mg,ITMN_9249ZD,30,2020-10-04
"Brooks, Ronald",S64322430W,Amlodipine_5mg,ITMN_9928QN,30,2020-10-04
"Aquino, Allysia",S31828324N,Atenolol_50mg,ITMN_9249ZD,100,2020-10-04
"Staynings, Tyler",S90236579P,Amlodipine_5mg,ITMN_9928QN,40,2020-10-04
"Douglas, Mateaki",S77428362U,Paracetamol_500mg,ITMN_0539LV,50,2020-10-04
"Lhamo, Reeves",S03783748T,Metformin_850mg,ITMN_4591ZY,50,2020-10-05
"Sheveland, Rayahna",S45841219I,Atenolol_50mg,ITMN_9249ZD,100,2020-10-05
"Vang, Samuel",S58588863E,Atenolol_50mg,ITMN_9249ZD,200,2020-10-05
"Qureshi, Byron",S83422024O,Paracetamol_500mg,ITMN_0539LV,100,2020-10-05
"Johnston, Kiana",S79376473L,Paracetamol_500mg,ITMN_0539LV,50,2020-10-05
"Alferez, Anna",S13026309Y,Amlodipine_5mg,ITMN_9928QN,50,2020-10-05
"Yang, Kylejon",S54353458O,Metformin_850mg,ITMN_4591ZY,100,2020-10-06
"Neuroth, Fermin Joshua",S79439882O,Metformin_850mg,ITMN_4591ZY,100,2020-10-06
"Morikawa, Leila",S09151216C,Amlodipine_5mg,ITMN_9928QN,30,2020-10-06
"Tamai, Annie",S57038406U,Paracetamol_500mg,ITMN_0539LV,50,2020-10-06
"Altman, Lance",S04961236X,Metformin_500mg,ITMN_7167LS,40,2020-10-06
"Nguyen, Sierra",S86363250G,Paracetamol_500mg,ITMN_0539LV,100,2020-10-06
"Wolfert, Adrian Allan",S23697351J,Doxycycline_100mg,ITMN_7836AV,50,2020-10-06
"Wedemeyer, Destinee",S06222631D,Metformin_850mg,ITMN_4591ZY,30,2020-10-06
"Kim, Nicole",S96009825X,Metformin_500mg,ITMN_7167LS,50,2020-10-06
"Tran, Son",S90739551Q,Amlodipine_5mg,ITMN_9928QN,200,2020-10-06
"Murad, Ashley",S20647018E,Amlodipine_5mg,ITMN_9928QN,100,2020-10-06
"Ding, Thien",S45096760T,Atenolol_50mg,ITMN_9249ZD,50,2020-10-07
"Chareunsouk, Saman",S53084134R,Paracetamol_500mg,ITMN_0539LV,50,2020-10-07
"Kovacs, Zakhaddin",S37748125X,Amlodipine_5mg,ITMN_9928QN,200,2020-10-07
"Lian, Noah",S01930595S,Metformin_850mg,ITMN_4591ZY,100,2020-10-07
"Matsushima, Andy",S52362449J,Metformin_500mg,ITMN_7167LS,30,2020-10-08
"La, Michelle",S96753752F,Metformin_500mg,ITMN_7167LS,100,2020-10-08
"Lui, Tim",S71328188A,Metformin_850mg,ITMN_4591ZY,200,2020-10-08
"Hendee, Jemletta",S65916175G,Atenolol_50mg,ITMN_9249ZD,30,2020-10-08
"Lor, Jacob",S65414231W,Paracetamol_500mg,ITMN_0539LV,50,2020-10-08
"Hogle, Atit",S38604016E,Metformin_850mg,ITMN_4591ZY,100,2020-10-08
"Aulakh, Vansh",S10165640O,Metformin_850mg,ITMN_4591ZY,200,2020-10-08
"Slevin Dotson, Juliet",S02423515W,Metformin_500mg,ITMN_7167LS,30,2020-10-08
"Von Handorf, Joshua",S44146756X,Metformin_500mg,ITMN_7167LS,100,2020-10-08
"Ginsberg, Jevan",S33188106X,Metformin_850mg,ITMN_4591ZY,40,2020-10-08
"Ta, Dylan",S21878024I,Metformin_850mg,ITMN_4591ZY,100,2020-10-08
"Nguyen, Layth",S56970833Q,Metformin_500mg,ITMN_7167LS,100,2020-10-08
"Lo, Aziel",S25951361W,Doxycycline_100mg,ITMN_7836AV,200,2020-10-08
"Hwang, Justine",S85414288V,Atenolol_50mg,ITMN_9249ZD,30,2020-10-08
"Dacuma, Enkhjin",S15045521S,Metformin_500mg,ITMN_7167LS,30,2020-10-08
"Canfield, Tian",S47949599N,Paracetamol_500mg,ITMN_0539LV,50,2020-10-09
"Yu, Hannah",S40676198C,Atenolol_50mg,ITMN_9249ZD,100,2020-10-09
"Pitsuwan, Keosomalee",S53377191X,Atenolol_50mg,ITMN_9249ZD,50,2020-10-09
"Hutton, Landon",S94572166I,Metformin_850mg,ITMN_4591ZY,50,2020-10-09
"Wilmot, Kalara",S81672949H,Amlodipine_5mg,ITMN_9928QN,50,2020-10-09
"Nguyen, Jesse",S16039472D,Metformin_500mg,ITMN_7167LS,40,2020-10-09
"Barbour, Akshat",S43234006V,Atenolol_50mg,ITMN_9249ZD,30,2020-10-09
"Johnson, Coral",S55494155Q,Atenolol_50mg,ITMN_9249ZD,30,2020-10-09
"Morrison Pibel, Shem",S01790001S,Amlodipine_5mg,ITMN_9928QN,100,2020-10-09
"Lee, Jaspreet",S02907048F,Doxycycline_100mg,ITMN_7836AV,100,2020-10-09
"Park, Victoria",S54538956A,Metformin_500mg,ITMN_7167LS,100,2020-10-10
"Anderson, Llewelgene",S51453702E,Doxycycline_100mg,ITMN_7836AV,100,2020-10-10
"Li, Da Ham",S69038237A,Metformin_500mg,ITMN_7167LS,40,2020-10-10
"Yachai, Marc",S52577150N,Metformin_500mg,ITMN_7167LS,50,2020-10-10
"Lummis, Conan",S04033952J,Doxycycline_100mg,ITMN_7836AV,100,2020-10-10
"Sanandres, Morgynne",S20010228T,Doxycycline_100mg,ITMN_7836AV,40,2020-10-10
"Elpuz, Hannah",S32677411M,Paracetamol_500mg,ITMN_0539LV,40,2020-10-10
"Kishi, Rebecca",S48811077F,Amlodipine_5mg,ITMN_9928QN,50,2020-10-10
"Perry, Jeannie",S52403770C,Paracetamol_500mg,ITMN_0539LV,50,2020-10-10
"Nakata, Dominic",S23489290I,Amlodipine_5mg,ITMN_9928QN,50,2020-10-10
"Huynh, Kathryn",S59699415H,Metformin_850mg,ITMN_4591ZY,100,2020-10-11
"Hwang, Eanice",S58830636J,Metformin_850mg,ITMN_4591ZY,100,2020-10-11
"Stevens, Thanh",S98874103M,Metformin_500mg,ITMN_7167LS,50,2020-10-11
"Ho, Hannah",S97385790Q,Atenolol_50mg,ITMN_9249ZD,200,2020-10-11
"Penvari, Daniel",S55113618Y,Amlodipine_5mg,ITMN_9928QN,50,2020-10-11
"Burford, Thomas",S54492042W,Metformin_850mg,ITMN_4591ZY,100,2020-10-11
"Sandhu, Stephanie",S75299823A,Doxycycline_100mg,ITMN_7836AV,200,2020-10-11
"Lee, Tony",S24636412E,Atenolol_50mg,ITMN_9249ZD,100,2020-10-12
"Le, Kyle",S25203318W,Metformin_500mg,ITMN_7167LS,40,2020-10-12
"Lin, Que",S78211431N,Amlodipine_5mg,ITMN_9928QN,100,2020-10-12
"Kendall, David",S50677505N,Metformin_500mg,ITMN_7167LS,100,2020-10-12
"Bochmann, Tony",S34517710B,Metformin_850mg,ITMN_4591ZY,40,2020-10-12
